state,1,2,3,4,5,6,7,8,9
17,0.048046054313600095,0.045451376677947186,0.3114390661449964,0.9121614822731428,0.3444003994108549,0.33614225484964455,0.876382486902038,0.3409615291822369,0.6448711077474347
18,0.7079614147006152,0.8648678646158323,0.07293294897613434,0.46742431050379774,0.454855461528331,0.6665154795595969,0.8396550325447839,0.24469377649431734,0.7722869118853748
19,0.6746125737837458,0.23556700921643314,0.12349152183761447,0.9802086723265697,0.8772189693355821,0.7960551553693692,0.20599484764150966,0.4526899489122459,0.13376462041042392
20,0.10267192635705347,0.25348365796667005,0.22427490073038792,0.0026592059751211483,0.4269512782988364,0.827844967973903,0.17058246328899673,0.3590781776407955,0.023679804181021558
21,0.4366996776706784,0.4562220966689917,0.683704085847487,0.34324608128260736,0.13380071921411896,0.6900176875960697,0.8301805112855919,0.5538822596287203,0.04330360066391947
22,0.32160755747274306,0.7804422871140865,0.5867247257473985,0.9037399102856839,0.8361511935071364,0.8857961817210929,0.46166507489922604,0.8041877827477777,0.5428404704868761
23,0.09810697168769711,0.7596988914943771,0.4961262869503955,0.6964246041295062,0.219356326702564,0.18533080082330122,0.9272540218843471,0.22806098713700673,0.8880769764620715
24,0.2750633811695732,0.6213803590997681,0.7032409515421976,0.620404193501555,0.14769553019406678,0.3631870108602042,0.5386289166358752,0.9369818601518887,0.5879270719499142
25,0.6329509852707955,0.7648398229268966,0.23122728333089082,0.9536829302413005,0.34404398461999075,0.9219228191511746,0.7126055429234033,0.5715901162819857,0.7432245828070576
26,0.4979820128571797,0.2867084121472132,0.8711081582545466,0.22871231241459866,0.7481124657040744,0.6491994349704735,0.7948393355659861,0.43769408076983185,0.4522735259250661
27,0.05009818428068247,0.06896457149619473,0.8607180417652085,0.2837787640919377,0.5720811311921458,0.7442079333611236,0.4785545403922806,0.40694112526516846,0.8978276592329194
28,0.9853848419266636,0.0953983140723943,0.5664453623226643,0.58265580233932,0.07995896147270853,0.5003703633540162,0.065219945148844,0.9235490207600857,0.4537913749497199
29,0.9600900241513793,0.41193419543189047,0.3405039808293917,0.40529891298619225,0.05419085104535526,0.5176231775811155,0.29493592083207276,0.7350274294087018,0.24895473641814692
30,0.6005355870104404,0.39542172627543637,0.6803467602456071,0.5316480971551157,0.9696373026572236,0.06122176261134982,0.7034230058985136,0.913836093511206,0.15610709352101193
31,0.060876837028441044,0.9533383411228893,0.02926349786302962,0.8812508870447344,0.5854201239464661,0.7066584253560607,0.4093716075428734,0.8332244417071961,0.7158519923265938
32,0.7195192646889664,0.7137990488426863,0.9189850206908632,0.05019559317702249,0.48317615537450054,0.03379499323154955,0.023769033227964753,0.5092809900949583,0.9560869262615506
33,0.728569546487611,0.7965161405065565,0.29097586141869514,0.4473602009054345,0.6127137759292,0.9392319506076315,0.4296921759086737,0.3421320491729575,0.7478582656891747
34,0.8679663459347822,0.7524049099675315,0.8092957020317225,0.16520563206898065,0.22833869435683285,0.08138517763583664,0.5826009817362072,0.36458461762466254,0.4168076675402488
35,0.17556307914612657,0.5984437294757844,0.4285905632935506,0.03150349332419733,0.5323211012090828,0.36992091847465136,0.6858927244657017,0.6121037213679987,0.6558591362911613
36,0.0915100327006757,0.10605462136618571,0.4551516690923664,0.5290272938184032,0.046656235660672896,0.016679138621798595,0.36707130060135684,0.256495911860267,0.010667933183610812
37,0.258687806354454,0.5892527657347806,0.015586514955814867,0.7487785876060923,0.736659033359387,0.0500771413187131,0.6459720742856996,0.4596044980625845,0.957795741718862
38,0.7125813007119651,0.6585294954180474,0.14269431104264407,0.9553181175265317,0.7626423432758567,0.44977411474591356,0.8939515281314857,0.7034702383985926,0.3521511184628693
39,0.3635100678865397,0.5067898650147334,0.3425301446729542,0.4779022904749999,0.013066769032120451,0.6466510797964449,0.8216407835529135,0.5864854113527531,0.9047936474171988
40,0.5593704607861147,0.6475564242648406,0.647155566732383,0.22167057775544297,0.40409062466752166,0.759497260254644,0.3438333314672297,0.43203426909690446,0.00615334030205239
41,0.08042569389209853,0.17926533091394636,0.6847372155044349,0.5619591071666727,0.6409758158602785,0.530474583256782,0.4908766076012383,0.9081753620485026,0.03364684473820179
42,0.2369674158675863,0.7918577481651906,0.3953940510538084,0.08225563122571278,0.050992311231884524,0.5786858275803481,0.6308711810996326,0.28540791778355123,0.9700349880693999
43,0.038953956470945794,0.6674178491209323,0.7888428382781706,0.28401706225303813,0.648656971309986,0.7616873506327759,0.8729529104077158,0.45154116804555877,0.37973587598147285
44,0.25378964600387277,0.03683830459828985,0.444540814510034,0.03206557702901092,0.6933559179658428,0.31985473343733384,0.08522060379399343,0.7978657716988923,0.3588446228260679
45,0.8719562854760864,0.324099745408565,0.5537436638802472,0.6829581413372557,0.744718320693675,0.719638624014649,0.8106668787199713,0.9914145621410361,0.07632546979780086
46,0.16552831165299287,0.11863603964225722,0.13429648646595826,0.662507817583251,0.7194154903368911,0.07393412629052432,0.9162632879963735,0.8962372888204188,0.05376664684103771
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.8384992498333046,0.8233063563952199,0.46955319129932915,0.3310963847111599,0.054199906963464106,0.6508444612057257,0.9863261082849706,0.8438801006042216,0.646295959310682
49,0.8664354987110925,0.7450215930185652,0.21424999076677254,0.08380034757751365,0.2977716305736312,0.6981641496499099,0.3571344119230607,0.3764247507004439,0.7758440447446748
50,0.8852162430201718,0.3427906194389987,0.32031235686479564,0.23019674494255604,0.05665137356720995,0.6139439893973584,0.6383951609385956,0.8672666019213532,0.8486364533435772
51,0.5271050027572938,0.26681815657761,0.8328623097635707,0.26143785962640775,0.9195979853625356,0.4388333837284616,0.5266147047761004,0.026805634892700825,0.2805955454103821
52,0.10029024811350618,0.7222417789729749,0.2495790540912658,0.6991905294888764,0.15511486693138032,0.44576371168741136,0.7259525339368051,0.9875580533625724,0.9353407504866936
53,0.37231760870290687,0.6917183070892761,0.07163484736838421,0.6195929313346195,0.9140600558559815,0.4496780228727615,0.11917751617747074,0.736529610954074,0.07007271904483914
54,0.660934758968395,0.3939037227135126,0.5785161061063168,0.47042369772710135,0.8049587186435938,0.08995005767411435,0.3745517965801589,0.7097349304682093,0.026181406421135978
55,0.6824713637814529,0.5092356850617654,0.37220759799392544,0.006812921966459329,0.3126068360084828,0.4308393685691312,0.4360409360886459,0.17951556560527226,0.08442845653405495
56,0.5158509931603379,0.007423667382315369,0.795961956173777,0.07035700878882045,0.7338688393012255,0.22730430692095194,0.58527422544903,0.2328596360105516,0.29692250910917695
57,0.05723238212978743,0.8760473523552276,0.546325963872473,0.3322633100562683,0.6532484087968398,0.7521982310200981,0.5834276809509962,0.004613460465871411,0.3495254303262936
58,0.057516560436727815,0.02470731155125172,0.9650137979652623,0.7447429171028775,0.9115144868277402,0.42328132240873517,0.6613486751752229,0.8831924702717375,0.21694418552073402
59,0.5415659483479303,0.8886014289241465,0.1721965615993375,0.8698345384688578,0.6284051778229978,0.8503489518794255,0.3077756009169894,0.44923947685692556,0.8277994842993993
60,0.49266135619696727,0.9405279561430581,0.7656955524909352,0.18857562986732002,0.5713548305100428,0.0947871749721344,0.915292358015662,0.2638568436521136,0.09034175160868774
61,0.3516627201688872,0.5137683685532719,0.6679540689843457,0.3717718357696915,0.07572372916654524,0.22053787794075919,0.22321203580523552,0.5062034652807288,0.751863220303933
62,0.36452759866444406,0.6037994703187435,0.2857484194435804,0.5870873835239758,0.5255592524599365,0.15735932398173935,0.6251276860971092,0.09219936012522956,0.6154979320150655
63,0.40244632288719706,0.34449980930994384,0.35444586748083307,0.5831123412504227,0.6222617255794676,0.3981270781461056,0.46328340299994275,0.12302378092018362,0.8687506088122785
64,0.8399826876346549,0.8440712624913291,0.4559206850671913,0.040851139153960325,0.15498989000974683,0.14294028915242762,0.284365328635086,0.7149684140038077,0.6740327646842221
65,0.004280364037508311,0.30320249471802163,0.6295171732128592,0.8183857697630162,0.8155114943646431,0.10602011543695256,0.9424786909777683,0.8306164175881772,0.18544333914188715
66,0.9100525121250377,0.08130791213861022,0.7977284396095283,0.6138755100599015,0.6875768429548121,0.6376451237422147,0.1439573273898248,0.5436312485012301,0.7311197326815265
67,0.5962527748201947,0.48082929529503493,0.2131038333548163,0.4308329207192131,0.8017188289346141,0.34895263867634785,0.12192069997463129,0.5944804680271091,0.1903403144995739
68,0.21680112807342278,0.07671759338953898,0.49283064075840044,0.6156323693571348,0.07865898967040941,0.8224559393868208,0.8720641974687718,0.6214833466141527,0.7593433363006251
69,0.06685973424489966,0.07526202854668995,0.7359004165492237,0.1061361321597708,0.23555266534327524,0.48957632626146363,0.9694197419807267,0.9554680853878976,0.8927398047913953
70,0.3793489998287415,0.978484156504985,0.8862864136222717,0.12945182033165703,0.010135381708379798,0.4540536925604648,0.8843346854889633,0.3376151891399678,0.8642983454454958
71,0.9487189697095771,0.6564119249360575,0.19282400750068773,0.3390366961396385,0.7198853156538475,0.7485448471112576,0.2489760943342474,0.27656157479062415,0.9406508888608637
72,0.9880198387616659,0.8564646060657898,0.795814943350543,0.1541892490075878,0.39278053360163756,0.6030385883672571,0.9915773312660373,0.9305066429033395,0.40439446380857547
73,0.8614866994334316,0.24264327861684976,0.4026684508530788,0.8432511845559587,0.03621755312592556,0.7441021574184574,0.5394250873822062,0.3950748246404999,0.9380670298825817
74,0.9250053444267703,0.6742437752642624,0.3367907124125952,0.5433612485176116,0.4948334264251967,0.5433023067466483,0.013978660147338062,0.6555345529103201,0.7148250899979667
75,0.05002494917823186,0.37278719873036614,0.6524050751526635,0.36848965436566017,0.8705109250359323,0.6998669787340597,0.37931973976405853,0.27910086821993385,0.4920687668860395
76,0.7496171201408669,0.6709886599065304,0.7773876421833338,0.793971345395351,0.31514309574989885,0.5303847580975082,0.8345213064048895,0.7449432064957752,0.6999284200040382
77,0.5294787823243419,0.8930453220195902,0.14699539230593717,0.9492210592479638,0.9694060164126765,0.29311424341133097,0.23276378421805377,0.6857189396306602,0.3477365834118228
78,0.934171750186676,0.17911644309403874,0.1173161697475188,0.4799255018649199,0.9445549749580037,0.2762655730480954,0.7679293614864571,0.5370904132966007,0.9965441434774688
79,0.5954445568690754,0.8828388294798205,0.2322722231769493,0.40115218723927637,0.7377438498592523,0.13613088125259254,0.07988819975941985,0.9562382497472692,0.2146510094025995
80,0.06737314131285232,0.8778587817301438,0.8548027936030276,0.5913070927363209,0.8354857534760168,0.3083209832774634,0.12595442327521567,0.6360432771580782,0.08098193760533656
81,0.3815542679544911,0.40321775398030846,0.23232798313779512,0.4367383092232189,0.7230874504470518,0.1975060859050869,0.0038484718294536924,0.7331013826037696,0.9776667252597893
82,0.4198627204496096,0.790036108615412,0.10932696156123323,0.033831076943346194,0.10879652478945756,0.7246562832829002,0.6011532465364167,0.26177115609671586,0.34478558182961416
83,0.0019452231190534297,0.5142328053879308,0.14038627243651813,0.758646582243261,0.8572401823013893,0.3817600123458277,0.05555446542539,0.41284175271057566,0.6429096027527644
84,0.4891531649376023,0.9010730967351134,0.23830961936877126,0.24042471978531532,0.3013796725898925,0.7720748747086456,0.7330799724783821,0.9774834237740682,0.8603581495205737
85,0.7079564104445195,0.008107321248339017,0.6899671524700549,0.5751140884536838,0.03100939465751329,0.2924855327286523,0.18470194387058492,0.7332297549998684,0.6176001067053895
86,0.6543225665057166,0.3575513036110174,0.7219051965352029,0.8061024485934845,0.8465678755181208,0.4578005573713947,0.8474862208592048,0.388320961026425,0.38224069796890314
87,0.4458849061491361,0.3169820689697205,0.18867703162588578,0.6799083964194464,0.2290961210584096,0.07399002646164543,0.8650728654029143,0.10308770431449066,0.1224825357410142
88,0.16566552750237917,0.25952532858869537,0.8738370193801085,0.9085372661818139,0.3964734315916252,0.4351873259997815,0.44289723600345254,0.464097013473143,0.7461179772526831
89,0.2929472068178107,0.16726612092680204,0.7968019825324962,0.7761326527016403,0.9065295059345387,0.4782798565662856,0.2988357980385338,0.12644574266668118,0.0707459116813085
90,0.03525682514548811,0.4398976662156886,0.29835175158385296,0.6378308804478131,0.1581635742861095,0.9202863794099297,0.7375500225335851,0.7746805869999437,0.2732687722582787
91,0.6372625383959829,0.17090497431370433,0.01851263663382363,0.8000336390203048,0.581483228024344,0.2140860272098689,0.14650535335516934,0.58048421044998,0.7822574744840823
92,0.3897797236827629,0.38837449832794013,0.2733384494587312,0.7769412238389151,0.06956817424742279,0.7838040356943214,0.7155040775361026,0.5472217788037117,0.6400048667436363
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.18480617251177167,0.4029620767735349,0.564649566190349,0.6318414521255558,0.3056418095534027,0.21268468234428162,0.6755977124967611,0.8028893828723013,0.8105558734730602
95,0.3960181526595864,0.554238067332812,0.8684878699397127,0.5854403369281853,0.3191260643931735,0.972627382008595,0.4359636081107062,0.9455998559203891,0.6669030065179639
96,0.3597579022859234,0.26748171219401307,0.6904088352210502,0.09816774245350268,0.041656606801081075,0.10631443923351369,0.42300949828017853,0.14201798639868157,0.21894402728335427
97,0.3011660554564606,0.0035897711060475235,0.646672456276156,0.12927404336145443,0.14316755469885745,0.578211839009623,0.27072424875195855,0.1503048691460156,0.8499956928576905
98,0.20832844237018555,0.9329104548010254,0.4810562559148055,0.6366249650224669,0.43538562565930305,0.5169312541739943,0.19281626478557445,0.24702515099243705,0.2227471929234307
99,0.3534196957947001,0.7366775859188069,0.2098658698075535,0.37193974230539695,0.37508092049100206,0.7899581214125996,0.7808295340746759,0.5531329002553915,0.2051120834266279
100,0.3600581844512477,0.9883643169184714,0.12639567093885806,0.7556026928355056,0.2146067273164678,0.6423756477749325,0.6313225218589399,0.8904578572579547,0.687436304945537
101,0.97032623426087,0.9914298822513204,0.08637390568753422,0.5065919598085288,0.579983089632962,0.9752034120438672,0.47318753409669845,0.4979745506020793,0.6476691144427341
102,0.061515698327955004,0.9456204534530924,0.04508228576244777,0.610398115812548,0.5399577033638567,0.34338082412682835,0.906839203589725,0.6646018977000743,0.08011653691418652
103,0.039715544361036303,0.7475117656123342,0.015145934451634702,0.10953732762486057,0.22832985672111783,0.40542760633456265,0.37478436126063863,0.3932077696853006,0.528102971737905
104,0.5495140573388602,0.4043199045365379,0.8121591641645004,0.9240700800983477,0.6805767246181631,0.9906817953582232,0.032036940898524824,0.9787641776495959,0.5134493185254595
105,0.30298804104555865,0.7930651822275199,0.40194112179166674,0.5610689681087024,0.4020899782479401,0.7729155634576161,0.2860304476702855,0.9984163718895344,0.25936026303809934
106,0.11396746343108033,0.3042315143991624,0.11056644218825262,0.6114278575926066,0.9443669862824218,0.5542639048626748,0.10967986902697557,0.7442886949801831,0.4286436829994529
107,0.9864125353465383,0.5168187620941104,0.21453857452403158,0.9540375723618767,0.8638805410669169,0.5201364750372128,0.7837150059870546,0.4969616805389002,0.8031035059360656
108,0.0939732284360193,0.16992136077580688,0.6459645136611716,0.2310760572109145,0.6406704633461879,0.39040540857225947,0.17711421588106724,0.07237165260742884,0.8130129296627676
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.7743402160904722,0.526839997990424,0.348915105414104,0.36267794632539385,0.9797683025052721,0.006951376948229004,0.7968930585057702,0.3849340298200571,0.7654720806030172
111,0.2287001841898334,0.6345412032798331,0.8055478486057087,0.7274242228292753,0.48985370365311887,0.6363981664194085,0.045467476700800424,0.18832086298851136,0.23973765976416062
112,0.8568248222464363,0.1181581040350661,0.8070452302289096,0.06894927541749274,0.5032306905368528,0.5529078495599792,0.7729197487803962,0.6995364705840691,0.8275119438033706
113,0.6169495928395663,0.527150507880592,0.080715631260879,0.22111244725850943,0.8340094034188199,0.930989567719108,0.14635810939849947,0.7986750447199198,0.9954183027566093
114,0.6562103050970521,0.5622092118484378,0.34100246850145033,0.9393077689778768,0.09536036876177612,0.7911713606505866,0.27378167873809733,0.5967767293064297,0.043691186787297664
115,0.3421950750764271,0.558357578401402,0.9085477092024477,0.2575946650255747,0.8211996633614039,0.8178953576126079,0.841448893143542,0.9229720477158996,0.7012366315458435
116,0.8042464541738269,0.5557319751246429,0.8907660219699884,0.5017458024013588,0.6154920581671286,0.8039675542348406,0.8452124861142751,0.907214675814246,0.12037980798134917
117,0.7397135224905538,0.8483098264746433,0.6884347236108694,0.5592868082642345,0.6064938513508282,0.8153545013029807,0.5176943416693479,0.5434226806045721,0.8679451445377036
118,0.513763410300854,0.3172186953940541,0.435400017245985,0.6294492168296737,0.8804893693137528,0.2010646014417422,0.2570164642801609,0.767948865964879,0.45867491302423424
119,0.3571444493651851,0.4716755749425564,0.4239210916596473,0.500365755140366,0.15464047387548108,0.8570205621235503,0.34727589481400123,0.5326111875062559,0.9440043047786485
120,0.004318681354878229,0.9307694552134592,0.2983985536657051,0.34080562894404653,0.5809026722292759,0.4339881167678501,0.855645298642721,0.2562573310523435,0.6640785437295127
121,0.32879026161875224,0.9473361402365096,0.4699251770096726,0.31806136636091753,0.8924907211997829,0.18076518086213023,0.7517081290552707,0.36545619516122996,0.5502243848266185
122,0.15586468794535013,0.44699895320681027,0.053844591299764266,0.059964059826022154,0.3430567842707445,0.39615010821902796,0.11105300634288107,0.5805061453371665,0.706694639409243
123,0.36430084457732537,0.8413291375238774,0.09735559367995528,0.11518742907881441,0.1222366523487336,0.2795202053774565,0.17864550284412384,0.013395093186360674,0.7715359496537166
124,0.7650496408178318,0.2940725767915139,0.5212545181390954,0.3770572659407575,0.11495127047258469,0.68071178081931,0.4079097369769048,0.7909633507171611,0.24315401265261027
125,0.01172952661479576,0.35631781037292176,0.7192871147208314,0.10000586010434787,0.2178826557696283,0.6337546763166907,0.8237269297887222,0.6166941574281332,0.8759362403706743
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.4435995179439889,0.8950712984939365,0.9281764493832609,0.9115931259379723,0.9785734677194166,0.6509103364782987,0.8009543628997688,0.13762449960123835,0.34592226174580076
131,0.2700064666939075,0.08390567358915968,0.21362052982666124,0.4403783194406311,0.2963665114562246,0.44287552235643257,0.6692545303886672,0.6629654415313684,0.617617929658779
132,0.027259750101805813,0.17570758211064996,0.7934551629186709,0.40611794142351876,0.5035535266291273,0.9711981738360465,0.14446550630542088,0.765829586448733,0.7898875390307944
133,0.19115650552192198,0.9505006874063071,0.413319233281623,0.684028824662245,0.5703249092581123,0.5618387999902641,0.7085745471448368,0.7175406747474783,0.42942596547618284
134,0.3577687446301935,0.42539060950217455,0.710015652104791,0.6398013379557181,0.8063474581189048,0.041018088734181335,0.6924618175274424,0.6406947538768529,0.8451116529940279
135,0.069262689042629,0.8961609680957017,0.1819938071920616,0.36615810801083826,0.6347321986982144,0.07188835345936018,0.4345413519893413,0.10762305909058645,0.028938518778176436
136,0.715638315062276,0.6882491892296797,0.8665034865367947,0.29759689976465653,0.29339871105791093,0.7474704171741063,0.07359341204923564,0.7142759194427329,0.2680952939434118
137,0.17232856631745352,0.7027773093406713,0.07915503390051626,0.26862280865582266,0.6498813570945614,0.002660612298092224,0.8791446961903605,0.6769572397290852,0.2934971626856726
138,0.4272020061970172,0.21674103215379226,0.09933589823204403,0.2756193942127394,0.317517433257016,0.09781402538565553,0.9672520290365727,0.6167206275046737,0.08641006374501281
139,0.5683060868073482,0.026227588232528687,0.6397149001394037,0.8202551089570169,0.28081879404751375,0.8849667822188186,0.030487695336823717,0.2163583176029895,0.43038604940691594
140,0.6929101469840103,0.19376915562519292,0.6223308259380461,0.11633758019347451,0.795315569539019,0.2629443552019791,0.12274803366381781,0.03628468796826645,0.9835481199895763
141,0.7677463404574687,0.5192901452106026,0.9226281378692549,0.012110716967805302,0.35304254485787046,0.37386818658072185,0.9928826001622223,0.9699547267726156,0.6296791014302919
142,0.2501868245225485,0.1889672798339571,0.5378102569452171,0.03812477493009481,0.36220018373111706,0.08969737582983328,0.7409002028287133,0.0683103192348351,0.03586986025318217
143,0.5329251879430708,0.6863774692059649,0.9333391151426644,0.8732481799046812,0.33994648755217205,0.9886113776557625,0.726133210223406,0.006220337881195692,0.5943089531094025
144,0.24557976120014102,0.44355911018284266,0.02982181273454343,0.32453447608842156,0.8748923439789082,0.5497691604943218,0.7198491828715882,0.4982673504577648,0.10397499344485728
145,0.9703070792339554,0.5026630380869657,0.7724342020127747,0.47393678497388547,0.013014858656534622,0.31071716973370955,0.10688855582897672,0.9681304819569637,0.7623780576510601
146,0.16313479196317693,0.9865921017170293,0.06607054843598714,0.634657771295878,0.5780397564556652,0.3567547970350159,0.518207379819578,0.16808515635801924,0.23879258228152322
147,0.6683613915962968,0.31626232990527736,0.8101882601632813,0.25490137475797536,0.9112157084149741,0.6840583923146866,0.632188181430318,0.08733459037671643,0.9350676856202752
148,0.1923876853116816,0.7099890017629015,0.49555295147701295,0.7152884306400051,0.16579979640959797,0.04408735649215767,0.06707701254648923,0.5026606801454582,0.6125926307185218
149,0.8918313828105314,0.5398903576989018,0.7630158599532846,0.872677091796529,0.05188130498288401,0.901072473227938,0.01403555842392401,0.8094199733320753,0.8903314414859134
150,0.86491972397558,0.44840629747817873,0.16513422893076923,0.26895877458920847,0.5815376211106682,0.7384216651273334,0.7090942233159953,0.06590966244840846,0.10436734573840867
151,0.9172215862498881,0.7387919676007046,0.04689577318550253,0.5199527013120013,0.699195197261433,0.3143400366690019,0.8648832423237605,0.5818408851577325,0.3508566014558675
152,0.7784861626218089,0.0359734559112771,0.7624425214557451,0.8735770766478321,0.12774942840787962,0.6988605833733738,0.31271929226908257,0.45470532968985133,0.5377115409391476
153,0.39135067713574057,0.9806794557735791,0.9529221003628258,0.0639571826989197,0.01719749864150255,0.114193043776466,0.555128262549907,0.03453597809844233,0.7775108027357315
154,0.1899614429670059,0.8447401983714147,0.6896363738793863,0.0553076223989738,0.0664012202698222,0.48607086021989865,0.6245201580713972,0.44526450351300795,0.9238328748236693
155,0.6728766309005583,0.05124733620768429,0.04159676507137522,0.46018582730049473,0.5496041465151285,0.9328854176042218,0.4526428819724264,0.9959171335434862,0.12099207064551631
156,0.9152851627293997,0.4104491446440163,0.18419211261325819,0.7877447234405149,0.14799307511910798,0.05267049132914359,0.594422162255053,0.8645118703799578,0.5750503030043171
157,0.8363467251378218,0.8041055628474646,0.6576629365468787,0.9599023039902645,0.6773386269951842,0.2488304832126753,0.028564167522596495,0.6571009000889799,0.9800068386594625
158,0.11535964486880668,0.24179851170993505,0.013124547344501747,0.27299752549473333,0.9048219480187766,0.9808108634516187,0.31368800421555987,0.36892113029952023,0.7202115643493772
159,0.40955198402894344,0.18880181923531913,0.5115852964508726,0.013932981560757618,0.45316998248248197,0.9544772984629585,0.7194600415286293,0.38921881001955516,0.672582262501583
160,0.8950814594969285,0.029729900064203285,0.3639897496803277,0.39333233317307226,0.9922975809249537,0.007566894437822214,0.8667748690827443,0.9668931899686484,0.28020439549843146
161,0.5693181244661529,0.45923463297231604,0.5441112515774529,0.2118427804342371,0.7587045679832445,0.4989553081607433,0.40371180824652475,0.20880833056542525,0.6362950332063311
162,0.2119493786724287,0.054658624386501486,0.5531652925935022,0.30586063927795293,0.7171517513024144,0.8454128867219974,0.9840109475079467,0.6053951602336933,0.41630720593337744
163,0.5661499442885826,0.3619098047268363,0.9791426134504705,0.7616796280371643,0.7145387929129128,0.24138563810943847,0.21027846840968145,0.982200419681892,0.9864784827884763
164,0.8100030822000286,0.3276673318233052,0.3870988158779791,0.9188027402229044,0.9145407934178819,0.4548581026592383,0.71008798980502,0.04393997424243978,0.841092419351076
165,0.8506473469936531,0.6326151714304283,0.7250276093638246,0.9118173592649703,0.4202520693971298,0.45450329748533047,0.65032521901209,0.739159905082364,0.6890698918424393
166,0.06073922207468552,0.9652092085703431,0.28409616487527245,0.1345000340973137,0.979945291000334,0.5773702357327937,0.8886762969397936,0.49246190209561347,0.5603225368140107
167,0.047933713346456464,0.5897011058203885,0.41006592866456515,0.6715874632474101,0.28161054133766583,0.5905658439906493,0.5968937630514062,0.7246375079763012,0.8983997475509704
168,0.8947611622015434,0.7153897892513225,0.8177561762729001,0.11755596941807456,0.1543516434498895,0.26994730297352276,0.8489740309193284,0.8452622136932775,0.4995849589268412
169,0.8857806679118457,0.11163821805902452,0.006012895110902972,0.1514393496556362,0.8180073475617605,0.8359260538927769,0.2544797107686123,0.41172733326648625,0.09912213523230962
170,0.9591739266142021,0.49846479685016554,0.9766216688346945,0.9492432283452569,0.3112167540667845,0.5656799908549109,0.83559295660229,0.01260482820494524,0.6888147768161595
171,0.3134738715292156,0.46376142011218535,0.24826831677378924,0.9426876310283927,0.7493839989161681,0.40982856995811323,0.48358091975330386,0.8054877015492605,0.4916060443853888
172,0.9738806026994187,0.14985522049904498,0.23315590879227732,0.21397617109557143,0.5407750972361496,0.1574692129854115,0.4202733886761374,0.9770803759101269,0.41462618670105766
